baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000011028.14	12.5524820655397	1.5924773863916	0.579167037157522	2.74959948378153	0.00596681472142001	0.0225895511114504
ENSG00000011105.14	542.128570340783	0.510347318541402	0.13362218087065	3.8193308567193	0.000133814179831115	0.000788968904641085
ENSG00000011201.12	46.2339349870333	1.9767745699793	0.32406562753341	6.09992051617847	1.06121221671208e-09	1.37369538303895e-08
ENSG00000011295.16	355.534898407209	0.702321158176539	0.104596821658726	6.71455544287994	1.88640443540552e-11	2.97822887990274e-10
ENSG00000011422.12	135.157592875132	1.67026364494039	0.205664301727999	8.12131046033161	4.61176628159213e-16	1.14517964092803e-14
ENSG00000012061.16	162.017713351934	0.840237556153758	0.127748811542644	6.57726319335092	4.79186149897177e-11	7.23482188854332e-10
ENSG00000012223.13	19.4820873757281	1.64144670803243	0.557054128960044	2.94665567078162	0.0032123068363965	0.0132749040418423
ENSG00000012232.10	671.96606385419	0.537309700841037	0.143238024796007	3.75116664451529	0.000176013659966957	0.00101061643771196
ENSG00000012779.12	124.955947502782	1.13523519740257	0.213744947845171	5.31116739294766	1.08925221586197e-07	1.09703569476973e-06
ENSG00000012822.16	301.023295307297	1.40710323060903	0.139149172088013	10.1121926167051	4.87801412179962e-24	2.32641622455355e-22
ENSG00000013297.12	227.697710251124	1.02885463809188	0.141405117745322	7.27593636281892	3.44025745085603e-13	6.55545734347785e-12
ENSG00000013364.19	1385.34404077514	0.724957916982066	0.080799847067095	8.97226842991511	2.90469501094044e-19	9.50487035421743e-18
ENSG00000013561.18	245.809574238669	0.583123168416226	0.152854984121445	3.81487834216076	0.000136250041057121	0.000802205901010526
ENSG00000013563.14	84.6488916441704	0.968128365327644	0.159876338591304	6.05548246762453	1.39997422750519e-09	1.78383584776406e-08
ENSG00000013583.10	98.1956174803526	0.581943118015053	0.167454214407485	3.47523721677704	0.000510401788609237	0.00263876861010373
ENSG00000013588.9	605.439045330049	1.53353699471267	0.256026893837443	5.98974963812335	2.10164310411049e-09	2.61838784561005e-08
ENSG00000014914.21	39.7721003205635	1.27354464582644	0.422098979029328	3.01717063792745	0.0025514614161231	0.0109269767556221
ENSG00000015475.19	54.3931688250786	0.774340459720836	0.250211391480536	3.09474502794998	0.00196982153514989	0.00870343739234615
ENSG00000019144.20	292.354970262461	0.605953673479992	0.197369187402016	3.0701533580606	0.0021394888214224	0.00934022555384423
ENSG00000019549.13	47.7338907562805	2.21049293723183	0.308891096023778	7.15622096488553	8.29314307230178e-13	1.5106693615242e-11
ENSG00000021355.13	157.282569097853	0.726609980405683	0.256567967264542	2.83203701597125	0.00462524939465665	0.0181506325988167
ENSG00000021826.18	12.3133826339291	1.14719057576113	0.431429420229296	2.65904577196295	0.00783623161473793	0.0284870731135768
ENSG00000022267.19	368.461148899315	0.518730936436553	0.146256672075274	3.54671639301062	0.00039006425424135	0.0020730842785454
ENSG00000023171.20	257.535670562344	1.04558866071602	0.236586247307255	4.41948199701615	9.89377626085603e-06	7.32638923642902e-05
ENSG00000023445.16	123.456979880498	1.48455470438044	0.238340760967846	6.22870674051727	4.70301177845606e-10	6.35183534039978e-09
ENSG00000023572.10	122.524022787748	1.19666096897728	0.293726158851037	4.07407012592352	4.61985606054999e-05	0.000301407676626883
ENSG00000023697.13	114.924716231814	0.922605096248568	0.22956468108121	4.01893310374773	5.84622652357946e-05	0.000372743110850104
ENSG00000023839.12	577.601257905688	0.830472702319057	0.124882397152829	6.65003812589164	2.93017107420158e-11	4.50763939213608e-10
ENSG00000023892.12	126.263087471211	0.708969905851864	0.136251189585036	5.20340341989737	1.95671463882247e-07	1.90161608716688e-06
ENSG00000024422.12	421.287252785002	1.05612434309369	0.101842299278296	10.3701934321781	3.38838179368284e-25	1.75534875303541e-23
ENSG00000025772.8	271.467821649344	0.529055049798933	0.0909062309503365	5.8197886356983	5.89220904402009e-09	6.93674950870662e-08
ENSG00000026025.16	44.3213379642514	2.47439468755151	0.430648729828092	5.74573780477479	9.15210312463575e-09	1.05481228748943e-07
ENSG00000026103.25	37.5730391713957	2.93221969204123	0.483172913632522	6.06867564242505	1.28969317421396e-09	1.65165832955553e-08
ENSG00000026508.21	222.862476722446	2.03674806947928	0.308467069289572	6.60280552530322	4.03448653588354e-11	6.1427918415091e-10
ENSG00000026559.14	199.919086157485	2.80251377956626	0.17662615733983	15.8669237998209	1.07376201595733e-56	2.88190871282844e-54
ENSG00000027075.17	444.47679521578	0.729045195679637	0.174339907456264	4.18174591415641	2.89279143816097e-05	0.000196241557390059
ENSG00000028137.19	325.157252606854	1.4736907445523	0.163476959123905	9.01466942161146	1.97465107163157e-19	6.57235776862705e-18
ENSG00000028203.19	418.590021351162	0.514939110359286	0.103215185114512	4.98898596934148	6.06970547450553e-07	5.50638617102841e-06
ENSG00000028277.22	22.3290613638412	1.58035514147537	0.616358155797887	2.56402081583486	0.0103467339089156	0.036089580162153
ENSG00000030582.18	1085.35780927224	0.762407946709042	0.0865776845286817	8.80605609701273	1.29626189143999e-18	4.07265146440094e-17
ENSG00000031081.11	134.247607487954	0.997683424124018	0.354803696282525	2.81193075094003	0.00492451041127853	0.01915813001791
ENSG00000031691.7	53.9192425623791	0.685740820867973	0.22717520302702	3.01855489389135	0.00253983384008248	0.0108845707408597
ENSG00000031698.13	1683.56718340054	1.069644295665	0.061078032869631	17.5127495993219	1.14526053111462e-68	4.73668490811322e-66
ENSG00000033030.15	148.622070305307	0.561687803292659	0.168128659047035	3.34082128815125	0.000835309713227064	0.00410799780799329
ENSG00000033627.18	558.713587356887	0.544794032223601	0.144145511123784	3.77947275621898	0.000157160786855298	0.000912874867015841
ENSG00000034510.6	4430.68141414309	1.09490826033972	0.330734083469724	3.31053953935761	0.00093116295853034	0.00451514708452084
ENSG00000034677.13	235.789949118588	1.12771219009473	0.149104127096205	7.5632526882848	3.93112866968174e-14	8.26487043395005e-13
ENSG00000034713.8	235.739247162238	0.715813499639488	0.126431577722152	5.66166706558525	1.49909460106761e-08	1.68506988075086e-07
ENSG00000036530.9	30.9509370800043	0.91168758366854	0.376066996531663	2.42426905864307	0.0153392361050117	0.0497421063873188
ENSG00000036828.17	7.83621326704363	1.83213620865981	0.573269082700223	3.1959445641653	0.00139373887244941	0.0064223996370824
ENSG00000037042.9	19.9333549200083	0.815494325437617	0.295985295369144	2.75518526831056	0.00586589095211902	0.0222508739785011
ENSG00000038002.9	55.6293440214356	0.842156086959114	0.297916450939545	2.82681968150195	0.00470127925141067	0.0184003372996959
ENSG00000038382.23	2106.08406046558	0.778495701905474	0.205170339845034	3.79438715407634	0.0001480085769327	0.000864577075118102
ENSG00000038427.16	17.8422834107842	2.59615334707527	0.634405632142066	4.09226087465424	4.27187672950169e-05	0.000280591455372554
ENSG00000039139.11	8.70708699704342	1.61340177997742	0.519276289975504	3.10701992585398	0.00188983660033468	0.00840301155971864
ENSG00000039560.14	937.352710844051	1.5879419022004	0.109463312250307	14.5066129423281	1.10020567812445e-47	1.94105517855956e-45
ENSG00000041515.16	10.9846754504413	2.55840285982868	0.579225955724861	4.41693407303721	1.00110747641991e-05	7.40672742598182e-05
ENSG00000041982.17	13.3310266347662	1.50809389921025	0.436802795386662	3.45257382768182	0.000555265504876025	0.0028450027259377
ENSG00000042062.13	13.464854711445	1.3353662319723	0.526064953895104	2.53840561338471	0.011135883664237	0.0383075005406374
ENSG00000042493.16	426.239326015166	1.5716019048725	0.126841775742988	12.3902546749026	2.95104734137705e-35	2.6877968727654e-33
ENSG00000042753.12	869.146284527025	0.938938517638903	0.135885222517975	6.90979122115136	4.85367496280173e-12	8.06898571563409e-11
ENSG00000043355.12	1.36701682984486	3.08082419610547	1.13860053456911	2.70579900726235	0.00681402739192781	0.0253033701900128
ENSG00000043591.6	5.431219787426	2.13091614168687	0.536622863947273	3.97097530659119	7.1578998924668e-05	0.000449108819664374
ENSG00000046604.14	2241.74688600108	0.548632521804735	0.118982755566175	4.61102551537059	4.00687347691394e-06	3.19700856891403e-05
ENSG00000046651.16	216.249646347765	0.616471134409071	0.17823042709047	3.45884338871133	0.000542500247724028	0.00278525412084442
ENSG00000047365.13	113.275676553786	1.54735584862484	0.351325097845613	4.40434189903739	1.06105489470636e-05	7.80220167255806e-05
ENSG00000047597.7	15.0140609250931	1.21691227416191	0.296757690643755	4.10069330140044	4.1191419115559e-05	0.000271691062187304
ENSG00000047644.20	362.536016409428	0.829312301124187	0.185697013620302	4.46594312399605	7.9716787634064e-06	5.99455986652698e-05
ENSG00000048052.25	18.9063486973982	1.87914970379927	0.59494543808705	3.15852443518412	0.0015857001548478	0.00720692293400379
ENSG00000048392.13	1142.01369858117	0.78062813828567	0.12016723482721	6.4961812544671	8.23843930569764e-11	1.21335426295065e-09
ENSG00000048740.19	3.57822616763278	2.55346397429067	0.686175388789539	3.72129927130607	0.000198200379237056	0.00112520192794142
ENSG00000049249.10	8.21987278443829	2.94319239511284	0.572736517629793	5.13882440619103	2.76462585932898e-07	2.63600702210926e-06
ENSG00000049323.16	431.652477334515	1.21665908691108	0.109209042725322	11.1406441861337	7.95419068770699e-29	5.10626658677251e-27
ENSG00000049759.20	632.502914269135	1.0778192429393	0.185934166100504	5.79677885750541	6.76007368392687e-09	7.88852446678034e-08
ENSG00000049860.14	1442.29484805513	1.17341254805067	0.124774414585168	9.40427211741979	5.23915669571457e-21	1.98764938761177e-19
ENSG00000050165.19	636.54952667326	1.18505838514563	0.163211244313709	7.26088689617379	3.84560411474238e-13	7.25660031494655e-12
ENSG00000050327.15	533.060473174998	0.507796850803739	0.17666765576807	2.87430570466377	0.00404916822230633	0.0161947471592528
ENSG00000051128.19	31.0555886259281	1.68941794418799	0.276528298130034	6.10938538880949	1.00015549207812e-09	1.29732251463439e-08
ENSG00000052126.17	270.252043832555	0.660799295509293	0.17101744576933	3.86392915960507	0.000111577592620627	0.000671194822180685
ENSG00000053501.14	36.0845940077879	1.25128932443592	0.329644577876788	3.79587412750836	0.000147124136690445	0.000860028576731305
ENSG00000053747.17	66.9463991669193	1.35391960232298	0.239006116937489	5.66479059059854	1.47204198213053e-08	1.65721317122584e-07
ENSG00000054148.18	424.118683917904	0.778997434013512	0.0819716323213153	9.5032563333614	2.03427370890297e-21	7.95700641890124e-20
ENSG00000054392.13	50.1882147497529	1.66085286435434	0.179872542907993	9.23349855127075	2.61933667796928e-20	9.29440858628508e-19
ENSG00000054598.9	95.3964185587205	1.18733575249598	0.15283105676913	7.76894289417625	7.91438365397129e-15	1.77960771128379e-13
ENSG00000054793.14	293.744620730819	1.81276266514118	0.135503885204672	13.3779386650286	8.13729199120422e-41	9.77598760219482e-39
ENSG00000055118.17	46.8696697726231	1.08588738007792	0.246209471254092	4.41042082803252	1.03169922309873e-05	7.60407236329474e-05
ENSG00000055211.14	274.002762901054	0.85988406658606	0.144424618015654	5.95386076418673	2.61889633098043e-09	3.2198896459213e-08
ENSG00000055332.19	276.959000724266	0.684757626968438	0.166656609762012	4.10879369228908	3.97731176737323e-05	0.000262886032431384
ENSG00000056487.16	4.06650109705616	4.3691642581409	1.5625360409581	2.79620062745041	0.00517072908330043	0.0199529403552442
ENSG00000056998.20	436.470828193671	0.525367755929043	0.0960852024444849	5.46772804306245	4.558405534511e-08	4.78386078328528e-07
ENSG00000057657.17	64.9077379190035	1.74926857810522	0.33577751850346	5.20960600906698	1.89242057605503e-07	1.84055045155329e-06
ENSG00000058085.15	1312.40552339061	2.45657319679155	0.106419033630151	23.0839645220717	6.70956744145103e-118	1.30212059215668e-114
ENSG00000058404.21	3.41807735853883	3.1850796520619	1.27969012562179	2.4889460255187	0.0128122415064364	0.0429041732102314
ENSG00000059122.17	227.120981918853	0.633129546868372	0.199219112308884	3.17805625941512	0.0014826597832541	0.00678808638300734
ENSG00000059378.13	26.8337236532181	1.26549120345586	0.276659755893363	4.57417884783949	4.78091324447671e-06	3.74705375100662e-05
ENSG00000059728.11	147.759566108015	1.65527199697059	0.238343383266588	6.94490434047067	3.78716858038654e-12	6.39106863642623e-11
ENSG00000059758.8	487.884398172788	1.268900026857	0.0976470029869911	12.9947667418533	1.31006586351754e-38	1.41852582277614e-36
ENSG00000059769.20	60.0834596186853	0.593554960101519	0.238539536522855	2.4882875549842	0.0128359900629582	0.0429722921043488
ENSG00000060138.13	1205.07670840694	1.17765355144445	0.122537149495025	9.61058386209856	7.2138754976244e-22	2.90733011069594e-20
ENSG00000060140.9	76.8682133329755	1.69302547310527	0.26451946734306	6.40038137877224	1.54989323163788e-10	2.22677997386059e-09
ENSG00000060971.19	429.449463452221	0.564531538702041	0.102836861806257	5.48958348967909	4.02882647906315e-08	4.27072534623043e-07
ENSG00000062598.18	125.901900783953	0.545781151581086	0.210602306356733	2.59152504558332	0.00955515861596851	0.0336827017915704
ENSG00000063015.21	3.08147762004938	3.30619406937842	1.23173185015532	2.68418330577513	0.00727072302311478	0.0267512135263472
ENSG00000063854.13	95.8667109047731	0.940886045456086	0.160959906860647	5.84546837661052	5.05144898618512e-09	5.99167872461046e-08
ENSG00000064393.16	29.3256865346437	1.26925867380738	0.434615834930885	2.92041516160869	0.00349565360123741	0.0142612944219953
ENSG00000064489.23	22.3411571281672	1.56538565734905	0.625336727563889	2.50326838061678	0.0123052193737138	0.0416068144863259
ENSG00000064490.14	200.819102857182	0.981907226832957	0.193150975042243	5.08362552463537	3.70297662691476e-07	3.45114138605217e-06
ENSG00000064652.11	208.443379749157	0.981509742786321	0.194645038015583	5.04256236271351	4.5933898199788e-07	4.23252855252904e-06
ENSG00000064763.12	329.350820079827	0.555537540025242	0.114455910984829	4.85372520514801	1.21163601862335e-06	1.04973781297557e-05
ENSG00000065320.9	27.8095790344	2.0703953481926	0.419332463472911	4.93736003896667	7.91871982801319e-07	7.03951312688319e-06
ENSG00000065357.20	175.539545296268	1.14863255891465	0.199172518761503	5.76702331253875	8.06838951843936e-09	9.35036284615097e-08
ENSG00000065534.20	330.55696639667	0.726741497053328	0.108876709022521	6.67490323300459	2.47395348860887e-11	3.83858379853095e-10
ENSG00000065618.21	59.7891381978374	2.6112938750321	0.2797688594103	9.3337545877558	1.02185476444118e-20	3.75260172519455e-19
ENSG00000065809.14	587.433110108309	1.43862335625607	0.180238604176694	7.98177151242106	1.44247864868048e-15	3.42999941824315e-14
ENSG00000065911.13	1286.31326345865	0.760937291694902	0.0586523884686943	12.9736795305625	1.72544297714779e-38	1.85239152640262e-36
ENSG00000066056.14	12.3316401451451	2.05569763923784	0.705008256296225	2.91584902854541	0.00354722100088231	0.0144343288114935
ENSG00000066135.13	349.832056915042	0.515625714632983	0.157146688354311	3.28117455119656	0.00103375747629548	0.00494881550607989
ENSG00000066322.15	896.090078511325	0.518349353258906	0.151538707581139	3.42057393475766	0.00062489147422111	0.00317211006099082
ENSG00000066382.17	2.42724117100076	3.08847434658182	1.04723631217259	2.94916659275737	0.00318632166789951	0.0131891237669297
ENSG00000066427.25	94.742953295504	0.510969208976185	0.152741860261333	3.34531220257462	0.000821899974890176	0.00404994423173911
ENSG00000066455.13	403.992444962407	0.605243440191877	0.154955792595721	3.90591038936474	9.38712966785638e-05	0.000575104163162576
ENSG00000066697.15	372.635124238465	0.938023023330404	0.0882465625262139	10.6295701099038	2.17110926262572e-26	1.19762922161565e-24
ENSG00000066739.12	345.156435650797	0.527318690336389	0.214381194400629	2.45972456591017	0.0139043679472288	0.0458253819648119
ENSG00000067048.17	1.50369466061877	3.74960224352668	1.27146307326001	2.94904533398108	0.003187572141762	0.0131899974214502
ENSG00000067066.17	107.728445331362	1.31380262746613	0.216947100059336	6.05586627849278	1.39663989247364e-09	1.78048650061736e-08
ENSG00000067113.17	17.8657120399224	0.98065530471194	0.386235102479968	2.53901133898828	0.0111166220262039	0.0382568895238163
ENSG00000067221.14	72.9988503785261	1.15268561494153	0.236679438390613	4.87023977570521	1.11462906733698e-06	9.70358065557097e-06
ENSG00000067606.17	527.458724061651	0.860532264834848	0.122596445212298	7.01922688985539	2.23099244174906e-12	3.86577666984114e-11
ENSG00000067715.15	48.5120996576138	0.974470749361354	0.226653424684168	4.29938683132292	1.71271304447213e-05	0.000121036519324895
ENSG00000067798.16	10.0505419015691	1.99847560834418	0.60908295724594	3.28112219291209	0.0010339494017011	0.00494881550607989
ENSG00000068394.11	117.209179361185	0.601072270723653	0.151882451279588	3.9574833409634	7.57435681233425e-05	0.000472535727048419
ENSG00000068400.14	226.713990876999	1.05678692025876	0.116187750879881	9.09551060465324	9.41430570541944e-20	3.21834036100308e-18
ENSG00000068697.7	599.705331918261	0.808852481866765	0.102573986009134	7.88555181812609	3.13148609948249e-15	7.26810145389547e-14
ENSG00000068885.15	88.0861822362697	0.583107539848873	0.193904672813971	3.00718663138302	0.00263677825651056	0.011246539075825
ENSG00000068912.15	368.665306159484	0.502349238191667	0.110977142162089	4.52660095948367	5.99399698088752e-06	4.59922596809037e-05
ENSG00000068976.14	7.69744087825742	1.78857521132951	0.716790894142969	2.4952538124358	0.0125867062599936	0.0423287139740573
ENSG00000069020.19	108.53370381547	1.80896322469615	0.248848665756101	7.26933061585765	3.61273210404467e-13	6.86854696706428e-12
ENSG00000069493.15	22.3038729205793	2.06801456157561	0.585704918757709	3.53081303459412	0.000414284473968204	0.00218386606639027
ENSG00000069509.6	73.7482954487585	0.684122477399214	0.221897699923768	3.08305348651312	0.00204888326106668	0.00898978709451325
ENSG00000069696.7	5.75256842287532	1.73482017522802	0.622823636693408	2.78541158848473	0.00534598165383281	0.0205474971274449
ENSG00000069812.11	401.163948019275	1.94269564945289	0.204366890838204	9.50592163674351	1.98284307185042e-21	7.76788010244011e-20
ENSG00000069869.17	498.579012485201	0.603836916313101	0.180637493075324	3.34281054299899	0.00082934501230052	0.0040810503833294
ENSG00000069966.19	142.650679532054	0.690676348755315	0.122190662099431	5.65244787849081	1.58178772259681e-08	1.77206582830351e-07
ENSG00000070081.18	246.686849022589	1.22323920431155	0.123718443382717	9.88728253335293	4.72684743074065e-23	2.05964825267972e-21
ENSG00000070087.15	696.993629594691	0.577975005397986	0.13698865100861	4.21914517109638	2.45230339600632e-05	0.000168534901601317
ENSG00000070182.21	11.416605015886	1.57237910188159	0.436475016903399	3.60244926052569	0.000315232944660532	0.00170885516992707
ENSG00000070190.13	66.3698333498436	2.21087241564476	0.214047061823565	10.3289080298946	5.21508664905631e-25	2.65264961832745e-23
ENSG00000070526.15	10.7364050175882	2.14269054935701	0.471776603166552	4.54174822357727	5.57896462139026e-06	4.31224566277742e-05
ENSG00000070540.13	309.931174555444	0.660845410824454	0.128576507927371	5.13970570112035	2.75169108288707e-07	2.62466594821013e-06
ENSG00000070669.17	670.380215147117	1.95277483970446	0.0947887676189189	20.6013316636338	2.66999352928758e-94	2.69445067001585e-91
ENSG00000070731.11	135.5141099891	1.69242850707652	0.228774957003799	7.39778745559294	1.38472249859404e-13	2.74216357276523e-12
ENSG00000070748.19	182.420501559641	2.03875558212526	0.298262576220881	6.83543878671336	8.17544029183356e-12	1.33069795563012e-10
ENSG00000070831.18	1643.52994358261	0.61647463636776	0.222261385459983	2.77364705115973	0.00554317817235341	0.0211988543444451
ENSG00000071054.17	2780.70787454657	0.971036144192206	0.100917065454496	9.62212030065469	6.44879211982002e-22	2.61150202874702e-20
ENSG00000071242.12	14.0845122307371	1.2147403213427	0.396572349327191	3.06309888574828	0.00219057659752341	0.00953520651810183
ENSG00000071246.11	12.1658568951001	2.03463198160063	0.546738090085703	3.72140156044679	0.000198120097433534	0.00112520192794142
ENSG00000071282.12	232.195298663238	1.74575741356963	0.139814601038181	12.4862310560318	8.87597419151246e-36	8.41849446908526e-34
ENSG00000071537.14	1286.51834433535	0.794201343059231	0.154670937408865	5.13478069224989	2.82473217619111e-07	2.68345590014257e-06
ENSG00000072041.18	5.95074356176999	1.6121024717239	0.584049930765235	2.76021344546979	0.00577636079341006	0.0219409524927646
ENSG00000072110.16	4548.36685001932	0.730434731859251	0.0815161479831338	8.96061393885274	3.22875626830513e-19	1.05243271179677e-17
ENSG00000072133.12	81.3333372812314	1.40112109618522	0.548167917196447	2.55600711430016	0.0105880954077215	0.0367639772971931
ENSG00000072682.20	209.393639625644	0.64051357183881	0.221622063387354	2.89011645342961	0.0038509913963909	0.0155053721576039
ENSG00000072778.20	495.929291655808	0.683414278906918	0.138239982473267	4.94368030637647	7.6661380700382e-07	6.82700308397436e-06
ENSG00000073282.14	54.5207390584333	2.01110414980597	0.266652136682062	7.54205150886858	4.62634931060852e-14	9.6302117786586e-13
ENSG00000073464.13	18.1211467761909	2.31465953302259	0.327892747141741	7.05919711002943	1.67467382024072e-12	2.94632815975265e-11
ENSG00000073712.15	410.144190162809	1.08762996220898	0.0985892156254895	11.031936457843	2.68030742929986e-28	1.66555359935483e-26
ENSG00000074211.14	5.42246493707107	3.19590533222224	0.635977537953253	5.02518586192135	5.02945205265688e-07	4.61746891690249e-06
ENSG00000074416.16	1453.37592853702	1.25712390299803	0.10464046611853	12.013745251995	3.00902267401116e-33	2.48087036087018e-31
ENSG00000074590.14	90.0816344032163	1.31048750110112	0.241188607761933	5.43345522519308	5.52731578300105e-08	5.74335460829216e-07
ENSG00000074935.14	48.9889667732765	0.913935992587287	0.243670250149832	3.75070814769268	0.00017633585328364	0.00101200574215035
ENSG00000074966.11	3.53305445842926	1.72899790973127	0.683418213647523	2.52992658844034	0.0114086394166589	0.0391071418264791
ENSG00000075142.14	281.692582035538	0.583494939073693	0.155144178778397	3.76098506349463	0.000169245537101849	0.000975084643878177
ENSG00000075213.11	14.1067190621026	1.606946736491	0.62676101334458	2.56389070519218	0.0103506132265329	0.0360933823209673
ENSG00000075399.14	71.9662682535935	0.794134702545207	0.251932931446979	3.1521671183838	0.00162063490095408	0.00734109533855845
ENSG00000075461.6	144.726543431257	1.04856077135611	0.146594204055521	7.15281192808264	8.50180516363386e-13	1.54533171810748e-11
ENSG00000075790.12	144.651059011254	0.629251318310906	0.213308391718783	2.94996044572164	0.00317814614536707	0.013159601034214
ENSG00000075945.13	84.2203205979425	1.01732998111969	0.169701761175502	5.99481097940753	2.03722262261253e-09	2.54315138772348e-08
ENSG00000076043.11	444.066382257732	0.906666134923624	0.0783535191336407	11.5714794300075	5.74828345346812e-31	4.06228132346071e-29
ENSG00000076356.7	1908.34693907317	0.694423052344398	0.149653386558912	4.64020940863261	3.48056295322261e-06	2.80457115128883e-05
ENSG00000076554.16	907.951277064658	0.529802167352818	0.111976506512296	4.73136896170841	2.23010756581905e-06	1.85198761613064e-05
ENSG00000076555.16	56.2302682791508	0.896887855002702	0.36748502355327	2.44061063041577	0.0146624541731934	0.0478859619851776
ENSG00000076716.9	32.7159801330145	1.02542608653068	0.233312618655397	4.39507341026093	1.10735325007489e-05	8.11190915973852e-05
ENSG00000076864.21	115.778988970577	1.09612767066363	0.190503605185167	5.75384213646883	8.72376257190734e-09	1.00728515298238e-07
ENSG00000076944.18	623.478363889242	0.534044848861235	0.136920605113403	3.90039795996312	9.60346968275943e-05	0.000586806650065863
